Order #,Sent Date,Menu Item,Menu Group,Menu,Sales Category,Net Price,Qty,Void?,source_file,sent_date,sent_time,year,month,month_name,hour_of_day,day_of_week_num,day_of_week,is_weekend
109225,5/30/24 12:28 PM,Fruit Smoothie,Beverages,Main Menu,Beverage,5.94,2.0,False,synthetic_2024_05.csv,2024-05-30,12:28:00,2024,5,May,12,3,Thursday,False
109226,5/30/24 12:18 PM,Coffee Beans 12oz,Retail,Main Menu,Retail,16.0,2.0,False,synthetic_2024_05.csv,2024-05-30,12:18:00,2024,5,May,12,3,Thursday,False
109227,5/30/24 10:17 AM,Coffee Beans 12oz,Retail,Main Menu,Retail,16.8,1.0,False,synthetic_2024_05.csv,2024-05-30,10:17:00,2024,5,May,10,3,Thursday,False
109228,5/30/24 11:23 AM,House Sauce,Retail,Main Menu,Retail,8.07,3.0,False,synthetic_2024_05.csv,2024-05-30,11:23:00,2024,5,May,11,3,Thursday,False
109229,5/30/24 11:54 AM,House Sauce,Retail,Main Menu,Retail,8.5,3.0,False,synthetic_2024_05.csv,2024-05-30,11:54:00,2024,5,May,11,3,Thursday,False
109230,5/31/24 1:20 PM,Cheese Bread,Breads,Main Menu,Food,4.5,2.0,False,synthetic_2024_05.csv,2024-05-31,13:20:00,2024,5,May,13,4,Friday,False
109231,5/31/24 5:37 PM,Cheese Bread,Breads,Main Menu,Food,4.5,3.0,False,synthetic_2024_05.csv,2024-05-31,17:37:00,2024,5,May,17,4,Friday,False
109232,5/31/24 6:11 AM,Cheese Bread,Breads,Main Menu,Food,4.73,3.0,False,synthetic_2024_05.csv,2024-05-31,06:11:00,2024,5,May,6,4,Friday,False
109233,5/31/24 8:55 AM,Cheese Bread,Breads,Main Menu,Food,4.5,3.0,False,synthetic_2024_05.csv,2024-05-31,08:55:00,2024,5,May,8,4,Friday,False
109234,5/31/24 11:54 AM,Cheese Bread,Breads,Main Menu,Food,4.73,1.0,False,synthetic_2024_05.csv,2024-05-31,11:54:00,2024,5,May,11,4,Friday,False
109235,5/31/24 6:40 AM,Cheese Bread,Breads,Main Menu,Food,4.73,3.0,False,synthetic_2024_05.csv,2024-05-31,06:40:00,2024,5,May,6,4,Friday,False
109236,5/31/24 1:17 PM,Corn Cake,Breads,Main Menu,Food,5.25,1.0,False,synthetic_2024_05.csv,2024-05-31,13:17:00,2024,5,May,13,4,Friday,False
109237,5/31/24 1:45 PM,Corn Cake,Breads,Main Menu,Food,4.99,1.0,False,synthetic_2024_05.csv,2024-05-31,13:45:00,2024,5,May,13,4,Friday,False
109238,5/31/24 7:08 AM,Corn Cake,Breads,Main Menu,Food,5.25,1.0,False,synthetic_2024_05.csv,2024-05-31,07:08:00,2024,5,May,7,4,Friday,False
109239,5/31/24 8:13 AM,Corn Cake,Breads,Main Menu,Food,4.99,1.0,False,synthetic_2024_05.csv,2024-05-31,08:13:00,2024,5,May,8,4,Friday,False
109240,5/31/24 9:04 AM,Corn Cake,Breads,Main Menu,Food,5.25,2.0,False,synthetic_2024_05.csv,2024-05-31,09:04:00,2024,5,May,9,4,Friday,False
109241,5/31/24 10:47 AM,Corn Cake,Breads,Main Menu,Food,5.25,2.0,False,synthetic_2024_05.csv,2024-05-31,10:47:00,2024,5,May,10,4,Friday,False
109242,5/31/24 9:16 AM,Chicken Pastry,Pastries,Main Menu,Food,6.75,1.0,False,synthetic_2024_05.csv,2024-05-31,09:16:00,2024,5,May,9,4,Friday,False
109243,5/31/24 5:57 PM,Chicken Pastry,Pastries,Main Menu,Food,6.75,2.0,False,synthetic_2024_05.csv,2024-05-31,17:57:00,2024,5,May,17,4,Friday,False
109244,5/31/24 11:18 AM,Chicken Pastry,Pastries,Main Menu,Food,6.75,3.0,False,synthetic_2024_05.csv,2024-05-31,11:18:00,2024,5,May,11,4,Friday,False
109245,5/31/24 11:58 AM,Chicken Pastry,Pastries,Main Menu,Food,6.75,2.0,False,synthetic_2024_05.csv,2024-05-31,11:58:00,2024,5,May,11,4,Friday,False
109246,5/31/24 8:47 AM,Chicken Pastry,Pastries,Main Menu,Food,6.75,2.0,False,synthetic_2024_05.csv,2024-05-31,08:47:00,2024,5,May,8,4,Friday,False
109247,5/31/24 11:49 AM,Beef Pastry,Pastries,Main Menu,Food,6.6,1.0,False,synthetic_2024_05.csv,2024-05-31,11:49:00,2024,5,May,11,4,Friday,False
109248,5/31/24 10:30 AM,Beef Pastry,Pastries,Main Menu,Food,7.3,1.0,False,synthetic_2024_05.csv,2024-05-31,10:30:00,2024,5,May,10,4,Friday,False
109249,5/31/24 10:50 AM,Beef Pastry,Pastries,Main Menu,Food,6.95,1.0,False,synthetic_2024_05.csv,2024-05-31,10:50:00,2024,5,May,10,4,Friday,False
109250,5/31/24 10:15 AM,Beef Pastry,Pastries,Main Menu,Food,6.95,1.0,False,synthetic_2024_05.csv,2024-05-31,10:15:00,2024,5,May,10,4,Friday,False
109251,5/31/24 6:26 AM,Beef Pastry,Pastries,Main Menu,Food,6.95,2.0,False,synthetic_2024_05.csv,2024-05-31,06:26:00,2024,5,May,6,4,Friday,False
109252,5/31/24 8:56 AM,Beef Pastry,Pastries,Main Menu,Food,6.95,2.0,False,synthetic_2024_05.csv,2024-05-31,08:56:00,2024,5,May,8,4,Friday,False
109253,5/31/24 10:59 AM,Beef Pastry,Pastries,Main Menu,Food,7.3,1.0,True,synthetic_2024_05.csv,2024-05-31,10:59:00,2024,5,May,10,4,Friday,False
109254,5/31/24 1:14 PM,Beef Pastry,Pastries,Main Menu,Food,6.95,3.0,False,synthetic_2024_05.csv,2024-05-31,13:14:00,2024,5,May,13,4,Friday,False
109255,5/31/24 12:19 PM,Guava Pastry,Pastries,Main Menu,Food,5.5,2.0,False,synthetic_2024_05.csv,2024-05-31,12:19:00,2024,5,May,12,4,Friday,False
109256,5/31/24 12:26 PM,Guava Pastry,Pastries,Main Menu,Food,5.78,3.0,False,synthetic_2024_05.csv,2024-05-31,12:26:00,2024,5,May,12,4,Friday,False
109257,5/31/24 1:53 PM,Guava Pastry,Pastries,Main Menu,Food,5.78,1.0,False,synthetic_2024_05.csv,2024-05-31,13:53:00,2024,5,May,13,4,Friday,False
109258,5/31/24 2:41 PM,Guava Pastry,Pastries,Main Menu,Food,5.5,1.0,False,synthetic_2024_05.csv,2024-05-31,14:41:00,2024,5,May,14,4,Friday,False
109259,5/31/24 10:39 AM,Guava Pastry,Pastries,Main Menu,Food,5.5,1.0,False,synthetic_2024_05.csv,2024-05-31,10:39:00,2024,5,May,10,4,Friday,False
109260,5/31/24 2:36 PM,Latte,Coffee,Main Menu,Beverage,5.75,2.0,False,synthetic_2024_05.csv,2024-05-31,14:36:00,2024,5,May,14,4,Friday,False
109261,5/31/24 11:30 AM,Latte,Coffee,Main Menu,Beverage,5.75,3.0,False,synthetic_2024_05.csv,2024-05-31,11:30:00,2024,5,May,11,4,Friday,False
109262,5/31/24 2:50 PM,Latte,Coffee,Main Menu,Beverage,5.75,3.0,False,synthetic_2024_05.csv,2024-05-31,14:50:00,2024,5,May,14,4,Friday,False
109263,5/31/24 1:38 PM,Latte,Coffee,Main Menu,Beverage,6.04,3.0,False,synthetic_2024_05.csv,2024-05-31,13:38:00,2024,5,May,13,4,Friday,False
109264,5/31/24 3:30 PM,Latte,Coffee,Main Menu,Beverage,6.04,2.0,False,synthetic_2024_05.csv,2024-05-31,15:30:00,2024,5,May,15,4,Friday,False
109265,5/31/24 9:53 AM,Latte,Coffee,Main Menu,Beverage,5.75,2.0,False,synthetic_2024_05.csv,2024-05-31,09:53:00,2024,5,May,9,4,Friday,False
109266,5/31/24 2:12 PM,Latte,Coffee,Main Menu,Beverage,6.04,1.0,False,synthetic_2024_05.csv,2024-05-31,14:12:00,2024,5,May,14,4,Friday,False
109267,5/31/24 1:45 PM,Latte,Coffee,Main Menu,Beverage,6.04,3.0,False,synthetic_2024_05.csv,2024-05-31,13:45:00,2024,5,May,13,4,Friday,False
109268,5/31/24 7:52 AM,Cappuccino,Coffee,Main Menu,Beverage,5.5,1.0,False,synthetic_2024_05.csv,2024-05-31,07:52:00,2024,5,May,7,4,Friday,False
109269,5/31/24 1:13 PM,Cappuccino,Coffee,Main Menu,Beverage,5.5,2.0,False,synthetic_2024_05.csv,2024-05-31,13:13:00,2024,5,May,13,4,Friday,False
109270,5/31/24 12:46 PM,Cappuccino,Coffee,Main Menu,Beverage,5.5,2.0,False,synthetic_2024_05.csv,2024-05-31,12:46:00,2024,5,May,12,4,Friday,False
109271,5/31/24 10:19 AM,Cappuccino,Coffee,Main Menu,Beverage,5.5,1.0,False,synthetic_2024_05.csv,2024-05-31,10:19:00,2024,5,May,10,4,Friday,False
109272,5/31/24 9:12 AM,Cappuccino,Coffee,Main Menu,Beverage,5.22,3.0,False,synthetic_2024_05.csv,2024-05-31,09:12:00,2024,5,May,9,4,Friday,False
109273,5/31/24 9:17 AM,Cappuccino,Coffee,Main Menu,Beverage,5.5,3.0,False,synthetic_2024_05.csv,2024-05-31,09:17:00,2024,5,May,9,4,Friday,False
109274,5/31/24 12:45 PM,Cappuccino,Coffee,Main Menu,Beverage,5.22,2.0,False,synthetic_2024_05.csv,2024-05-31,12:45:00,2024,5,May,12,4,Friday,False
109275,5/31/24 3:42 PM,Cappuccino,Coffee,Main Menu,Beverage,5.5,1.0,False,synthetic_2024_05.csv,2024-05-31,15:42:00,2024,5,May,15,4,Friday,False
109276,5/31/24 8:17 AM,Cold Brew,Coffee,Main Menu,Beverage,5.25,1.0,False,synthetic_2024_05.csv,2024-05-31,08:17:00,2024,5,May,8,4,Friday,False
109277,5/31/24 2:00 PM,Cold Brew,Coffee,Main Menu,Beverage,5.25,2.0,False,synthetic_2024_05.csv,2024-05-31,14:00:00,2024,5,May,14,4,Friday,False
109278,5/31/24 12:12 PM,Cold Brew,Coffee,Main Menu,Beverage,5.25,1.0,False,synthetic_2024_05.csv,2024-05-31,12:12:00,2024,5,May,12,4,Friday,False
109279,5/31/24 12:14 PM,Cold Brew,Coffee,Main Menu,Beverage,5.25,3.0,False,synthetic_2024_05.csv,2024-05-31,12:14:00,2024,5,May,12,4,Friday,False
109280,5/31/24 12:09 PM,Cold Brew,Coffee,Main Menu,Beverage,5.25,1.0,False,synthetic_2024_05.csv,2024-05-31,12:09:00,2024,5,May,12,4,Friday,False
109281,5/31/24 8:27 AM,Cold Brew,Coffee,Main Menu,Beverage,4.99,1.0,False,synthetic_2024_05.csv,2024-05-31,08:27:00,2024,5,May,8,4,Friday,False
109282,5/31/24 3:08 PM,Cold Brew,Coffee,Main Menu,Beverage,5.51,2.0,False,synthetic_2024_05.csv,2024-05-31,15:08:00,2024,5,May,15,4,Friday,False
109283,5/31/24 11:17 AM,Cold Brew,Coffee,Main Menu,Beverage,5.51,1.0,False,synthetic_2024_05.csv,2024-05-31,11:17:00,2024,5,May,11,4,Friday,False
109284,5/31/24 6:56 AM,Cold Brew,Coffee,Main Menu,Beverage,5.25,3.0,False,synthetic_2024_05.csv,2024-05-31,06:56:00,2024,5,May,6,4,Friday,False
109285,5/31/24 9:08 AM,Cold Brew,Coffee,Main Menu,Beverage,5.25,3.0,False,synthetic_2024_05.csv,2024-05-31,09:08:00,2024,5,May,9,4,Friday,False
109286,5/31/24 10:45 AM,Hot Chocolate,Beverages,Main Menu,Beverage,4.99,1.0,False,synthetic_2024_05.csv,2024-05-31,10:45:00,2024,5,May,10,4,Friday,False
109287,5/31/24 10:15 AM,Hot Chocolate,Beverages,Main Menu,Beverage,4.99,2.0,False,synthetic_2024_05.csv,2024-05-31,10:15:00,2024,5,May,10,4,Friday,False
109288,5/31/24 10:51 AM,Hot Chocolate,Beverages,Main Menu,Beverage,4.51,2.0,False,synthetic_2024_05.csv,2024-05-31,10:51:00,2024,5,May,10,4,Friday,False
109289,5/31/24 1:02 PM,Hot Chocolate,Beverages,Main Menu,Beverage,4.99,1.0,False,synthetic_2024_05.csv,2024-05-31,13:02:00,2024,5,May,13,4,Friday,False
109290,5/31/24 12:48 PM,Hot Chocolate,Beverages,Main Menu,Beverage,4.75,2.0,False,synthetic_2024_05.csv,2024-05-31,12:48:00,2024,5,May,12,4,Friday,False
109291,5/31/24 2:27 PM,Fruit Smoothie,Beverages,Main Menu,Beverage,6.56,2.0,False,synthetic_2024_05.csv,2024-05-31,14:27:00,2024,5,May,14,4,Friday,False
109292,5/31/24 1:43 PM,Fruit Smoothie,Beverages,Main Menu,Beverage,6.25,2.0,False,synthetic_2024_05.csv,2024-05-31,13:43:00,2024,5,May,13,4,Friday,False
109293,5/31/24 9:00 AM,Fruit Smoothie,Beverages,Main Menu,Beverage,6.25,2.0,False,synthetic_2024_05.csv,2024-05-31,09:00:00,2024,5,May,9,4,Friday,False
109294,5/31/24 3:20 PM,Fruit Smoothie,Beverages,Main Menu,Beverage,6.25,2.0,False,synthetic_2024_05.csv,2024-05-31,15:20:00,2024,5,May,15,4,Friday,False
109295,5/31/24 11:42 AM,Fruit Smoothie,Beverages,Main Menu,Beverage,6.25,1.0,False,synthetic_2024_05.csv,2024-05-31,11:42:00,2024,5,May,11,4,Friday,False
109296,5/31/24 9:39 AM,Fruit Smoothie,Beverages,Main Menu,Beverage,6.25,1.0,False,synthetic_2024_05.csv,2024-05-31,09:39:00,2024,5,May,9,4,Friday,False
109297,5/31/24 3:50 PM,Fruit Smoothie,Beverages,Main Menu,Beverage,6.25,1.0,False,synthetic_2024_05.csv,2024-05-31,15:50:00,2024,5,May,15,4,Friday,False
109298,5/31/24 1:00 PM,Coffee Beans 12oz,Retail,Main Menu,Retail,15.2,2.0,False,synthetic_2024_05.csv,2024-05-31,13:00:00,2024,5,May,13,4,Friday,False
109299,5/31/24 6:00 PM,House Sauce,Retail,Main Menu,Retail,8.5,2.0,False,synthetic_2024_05.csv,2024-05-31,18:00:00,2024,5,May,18,4,Friday,False
109300,5/31/24 10:25 AM,House Sauce,Retail,Main Menu,Retail,8.5,1.0,False,synthetic_2024_05.csv,2024-05-31,10:25:00,2024,5,May,10,4,Friday,False
109301,6/1/24 12:33 PM,Cheese Bread,Breads,Main Menu,Food,4.5,3.0,False,synthetic_2024_06.csv,2024-06-01,12:33:00,2024,6,June,12,5,Saturday,True
109302,6/1/24 9:47 AM,Cheese Bread,Breads,Main Menu,Food,4.5,1.0,False,synthetic_2024_06.csv,2024-06-01,09:47:00,2024,6,June,9,5,Saturday,True
109303,6/1/24 11:08 AM,Cheese Bread,Breads,Main Menu,Food,4.27,3.0,False,synthetic_2024_06.csv,2024-06-01,11:08:00,2024,6,June,11,5,Saturday,True
109304,6/1/24 1:52 PM,Cheese Bread,Breads,Main Menu,Food,4.5,3.0,False,synthetic_2024_06.csv,2024-06-01,13:52:00,2024,6,June,13,5,Saturday,True
109305,6/1/24 2:05 PM,Cheese Bread,Breads,Main Menu,Food,4.5,2.0,False,synthetic_2024_06.csv,2024-06-01,14:05:00,2024,6,June,14,5,Saturday,True
109306,6/1/24 9:19 AM,Cheese Bread,Breads,Main Menu,Food,4.5,3.0,False,synthetic_2024_06.csv,2024-06-01,09:19:00,2024,6,June,9,5,Saturday,True
109307,6/1/24 1:40 PM,Corn Cake,Breads,Main Menu,Food,5.25,1.0,False,synthetic_2024_06.csv,2024-06-01,13:40:00,2024,6,June,13,5,Saturday,True
109308,6/1/24 6:40 AM,Corn Cake,Breads,Main Menu,Food,5.25,1.0,False,synthetic_2024_06.csv,2024-06-01,06:40:00,2024,6,June,6,5,Saturday,True
109309,6/1/24 10:21 AM,Corn Cake,Breads,Main Menu,Food,5.51,3.0,False,synthetic_2024_06.csv,2024-06-01,10:21:00,2024,6,June,10,5,Saturday,True
109310,6/1/24 9:05 AM,Corn Cake,Breads,Main Menu,Food,5.51,3.0,False,synthetic_2024_06.csv,2024-06-01,09:05:00,2024,6,June,9,5,Saturday,True
109311,6/1/24 1:38 PM,Corn Cake,Breads,Main Menu,Food,5.51,1.0,False,synthetic_2024_06.csv,2024-06-01,13:38:00,2024,6,June,13,5,Saturday,True
109312,6/1/24 11:32 AM,Corn Cake,Breads,Main Menu,Food,5.25,1.0,False,synthetic_2024_06.csv,2024-06-01,11:32:00,2024,6,June,11,5,Saturday,True
109313,6/1/24 1:36 PM,Corn Cake,Breads,Main Menu,Food,5.25,2.0,False,synthetic_2024_06.csv,2024-06-01,13:36:00,2024,6,June,13,5,Saturday,True
109314,6/1/24 6:57 AM,Chicken Pastry,Pastries,Main Menu,Food,6.75,3.0,False,synthetic_2024_06.csv,2024-06-01,06:57:00,2024,6,June,6,5,Saturday,True
109315,6/1/24 2:50 PM,Chicken Pastry,Pastries,Main Menu,Food,6.75,3.0,False,synthetic_2024_06.csv,2024-06-01,14:50:00,2024,6,June,14,5,Saturday,True
109316,6/1/24 12:12 PM,Chicken Pastry,Pastries,Main Menu,Food,6.75,3.0,False,synthetic_2024_06.csv,2024-06-01,12:12:00,2024,6,June,12,5,Saturday,True
109317,6/1/24 8:32 AM,Chicken Pastry,Pastries,Main Menu,Food,6.75,1.0,False,synthetic_2024_06.csv,2024-06-01,08:32:00,2024,6,June,8,5,Saturday,True
109318,6/1/24 10:16 AM,Beef Pastry,Pastries,Main Menu,Food,6.95,1.0,False,synthetic_2024_06.csv,2024-06-01,10:16:00,2024,6,June,10,5,Saturday,True
109319,6/1/24 9:58 AM,Beef Pastry,Pastries,Main Menu,Food,6.95,1.0,False,synthetic_2024_06.csv,2024-06-01,09:58:00,2024,6,June,9,5,Saturday,True
109320,6/1/24 9:36 AM,Beef Pastry,Pastries,Main Menu,Food,6.95,3.0,False,synthetic_2024_06.csv,2024-06-01,09:36:00,2024,6,June,9,5,Saturday,True
109321,6/1/24 9:38 AM,Beef Pastry,Pastries,Main Menu,Food,7.3,1.0,False,synthetic_2024_06.csv,2024-06-01,09:38:00,2024,6,June,9,5,Saturday,True
109322,6/1/24 12:30 PM,Beef Pastry,Pastries,Main Menu,Food,6.95,1.0,False,synthetic_2024_06.csv,2024-06-01,12:30:00,2024,6,June,12,5,Saturday,True
109323,6/1/24 10:58 AM,Beef Pastry,Pastries,Main Menu,Food,6.95,2.0,False,synthetic_2024_06.csv,2024-06-01,10:58:00,2024,6,June,10,5,Saturday,True
109324,6/1/24 8:16 AM,Guava Pastry,Pastries,Main Menu,Food,5.5,3.0,False,synthetic_2024_06.csv,2024-06-01,08:16:00,2024,6,June,8,5,Saturday,True
109325,6/1/24 9:39 AM,Guava Pastry,Pastries,Main Menu,Food,5.78,2.0,False,synthetic_2024_06.csv,2024-06-01,09:39:00,2024,6,June,9,5,Saturday,True
109326,6/1/24 4:37 PM,Guava Pastry,Pastries,Main Menu,Food,5.5,1.0,False,synthetic_2024_06.csv,2024-06-01,16:37:00,2024,6,June,16,5,Saturday,True
109327,6/1/24 4:17 PM,Latte,Coffee,Main Menu,Beverage,5.75,1.0,False,synthetic_2024_06.csv,2024-06-01,16:17:00,2024,6,June,16,5,Saturday,True
109328,6/1/24 2:55 PM,Latte,Coffee,Main Menu,Beverage,5.46,2.0,False,synthetic_2024_06.csv,2024-06-01,14:55:00,2024,6,June,14,5,Saturday,True
109329,6/1/24 1:03 PM,Latte,Coffee,Main Menu,Beverage,5.75,3.0,False,synthetic_2024_06.csv,2024-06-01,13:03:00,2024,6,June,13,5,Saturday,True
109330,6/1/24 9:00 AM,Latte,Coffee,Main Menu,Beverage,5.46,2.0,False,synthetic_2024_06.csv,2024-06-01,09:00:00,2024,6,June,9,5,Saturday,True
109331,6/1/24 11:42 AM,Latte,Coffee,Main Menu,Beverage,5.46,2.0,False,synthetic_2024_06.csv,2024-06-01,11:42:00,2024,6,June,11,5,Saturday,True
109332,6/1/24 10:26 AM,Latte,Coffee,Main Menu,Beverage,5.46,3.0,False,synthetic_2024_06.csv,2024-06-01,10:26:00,2024,6,June,10,5,Saturday,True
109333,6/1/24 8:20 AM,Latte,Coffee,Main Menu,Beverage,5.75,3.0,False,synthetic_2024_06.csv,2024-06-01,08:20:00,2024,6,June,8,5,Saturday,True
109334,6/1/24 1:18 PM,Cappuccino,Coffee,Main Menu,Beverage,5.5,3.0,False,synthetic_2024_06.csv,2024-06-01,13:18:00,2024,6,June,13,5,Saturday,True
109335,6/1/24 6:54 PM,Cappuccino,Coffee,Main Menu,Beverage,5.22,3.0,False,synthetic_2024_06.csv,2024-06-01,18:54:00,2024,6,June,18,5,Saturday,True
109336,6/1/24 11:08 AM,Cappuccino,Coffee,Main Menu,Beverage,5.5,3.0,False,synthetic_2024_06.csv,2024-06-01,11:08:00,2024,6,June,11,5,Saturday,True
109337,6/1/24 10:19 AM,Cappuccino,Coffee,Main Menu,Beverage,5.5,1.0,False,synthetic_2024_06.csv,2024-06-01,10:19:00,2024,6,June,10,5,Saturday,True
109338,6/1/24 12:03 PM,Cappuccino,Coffee,Main Menu,Beverage,5.78,2.0,False,synthetic_2024_06.csv,2024-06-01,12:03:00,2024,6,June,12,5,Saturday,True
109339,6/1/24 5:05 PM,Cappuccino,Coffee,Main Menu,Beverage,5.78,2.0,False,synthetic_2024_06.csv,2024-06-01,17:05:00,2024,6,June,17,5,Saturday,True
109340,6/1/24 12:55 PM,Cold Brew,Coffee,Main Menu,Beverage,5.25,3.0,False,synthetic_2024_06.csv,2024-06-01,12:55:00,2024,6,June,12,5,Saturday,True
109341,6/1/24 8:55 AM,Cold Brew,Coffee,Main Menu,Beverage,5.25,3.0,False,synthetic_2024_06.csv,2024-06-01,08:55:00,2024,6,June,8,5,Saturday,True
109342,6/1/24 11:40 AM,Cold Brew,Coffee,Main Menu,Beverage,5.25,2.0,False,synthetic_2024_06.csv,2024-06-01,11:40:00,2024,6,June,11,5,Saturday,True
109343,6/1/24 3:39 PM,Cold Brew,Coffee,Main Menu,Beverage,5.25,3.0,False,synthetic_2024_06.csv,2024-06-01,15:39:00,2024,6,June,15,5,Saturday,True
109344,6/1/24 10:54 AM,Cold Brew,Coffee,Main Menu,Beverage,5.25,3.0,False,synthetic_2024_06.csv,2024-06-01,10:54:00,2024,6,June,10,5,Saturday,True
109345,6/1/24 11:26 AM,Hot Chocolate,Beverages,Main Menu,Beverage,4.51,3.0,False,synthetic_2024_06.csv,2024-06-01,11:26:00,2024,6,June,11,5,Saturday,True
109346,6/1/24 10:54 AM,Hot Chocolate,Beverages,Main Menu,Beverage,4.75,2.0,False,synthetic_2024_06.csv,2024-06-01,10:54:00,2024,6,June,10,5,Saturday,True
109347,6/1/24 12:28 PM,Hot Chocolate,Beverages,Main Menu,Beverage,4.75,1.0,False,synthetic_2024_06.csv,2024-06-01,12:28:00,2024,6,June,12,5,Saturday,True
109348,6/1/24 6:12 AM,Hot Chocolate,Beverages,Main Menu,Beverage,4.75,3.0,False,synthetic_2024_06.csv,2024-06-01,06:12:00,2024,6,June,6,5,Saturday,True
109349,6/1/24 12:46 PM,Fruit Smoothie,Beverages,Main Menu,Beverage,6.25,3.0,False,synthetic_2024_06.csv,2024-06-01,12:46:00,2024,6,June,12,5,Saturday,True
109350,6/1/24 6:05 PM,Fruit Smoothie,Beverages,Main Menu,Beverage,6.25,1.0,False,synthetic_2024_06.csv,2024-06-01,18:05:00,2024,6,June,18,5,Saturday,True
109351,6/1/24 6:21 AM,Fruit Smoothie,Beverages,Main Menu,Beverage,6.25,3.0,False,synthetic_2024_06.csv,2024-06-01,06:21:00,2024,6,June,6,5,Saturday,True
109352,6/1/24 3:02 PM,Coffee Beans 12oz,Retail,Main Menu,Retail,16.8,1.0,False,synthetic_2024_06.csv,2024-06-01,15:02:00,2024,6,June,15,5,Saturday,True
109353,6/1/24 4:14 PM,Coffee Beans 12oz,Retail,Main Menu,Retail,16.0,1.0,False,synthetic_2024_06.csv,2024-06-01,16:14:00,2024,6,June,16,5,Saturday,True
109354,6/1/24 7:42 PM,House Sauce,Retail,Main Menu,Retail,8.93,3.0,False,synthetic_2024_06.csv,2024-06-01,19:42:00,2024,6,June,19,5,Saturday,True
109355,6/2/24 6:25 AM,Cheese Bread,Breads,Main Menu,Food,4.73,3.0,False,synthetic_2024_06.csv,2024-06-02,06:25:00,2024,6,June,6,6,Sunday,True
109356,6/2/24 3:11 PM,Cheese Bread,Breads,Main Menu,Food,4.5,1.0,False,synthetic_2024_06.csv,2024-06-02,15:11:00,2024,6,June,15,6,Sunday,True
109357,6/2/24 11:46 AM,Cheese Bread,Breads,Main Menu,Food,4.5,2.0,False,synthetic_2024_06.csv,2024-06-02,11:46:00,2024,6,June,11,6,Sunday,True
109358,6/2/24 9:18 AM,Cheese Bread,Breads,Main Menu,Food,4.5,3.0,False,synthetic_2024_06.csv,2024-06-02,09:18:00,2024,6,June,9,6,Sunday,True
109359,6/2/24 4:04 PM,Cheese Bread,Breads,Main Menu,Food,4.5,2.0,False,synthetic_2024_06.csv,2024-06-02,16:04:00,2024,6,June,16,6,Sunday,True
109360,6/2/24 10:56 AM,Corn Cake,Breads,Main Menu,Food,5.25,1.0,False,synthetic_2024_06.csv,2024-06-02,10:56:00,2024,6,June,10,6,Sunday,True
109361,6/2/24 11:05 AM,Corn Cake,Breads,Main Menu,Food,4.99,3.0,False,synthetic_2024_06.csv,2024-06-02,11:05:00,2024,6,June,11,6,Sunday,True
109362,6/2/24 11:40 AM,Corn Cake,Breads,Main Menu,Food,4.99,1.0,False,synthetic_2024_06.csv,2024-06-02,11:40:00,2024,6,June,11,6,Sunday,True
109363,6/2/24 11:33 AM,Corn Cake,Breads,Main Menu,Food,5.51,3.0,False,synthetic_2024_06.csv,2024-06-02,11:33:00,2024,6,June,11,6,Sunday,True
109364,6/2/24 6:57 PM,Corn Cake,Breads,Main Menu,Food,5.25,2.0,True,synthetic_2024_06.csv,2024-06-02,18:57:00,2024,6,June,18,6,Sunday,True
109365,6/2/24 11:33 AM,Chicken Pastry,Pastries,Main Menu,Food,6.41,1.0,False,synthetic_2024_06.csv,2024-06-02,11:33:00,2024,6,June,11,6,Sunday,True
109366,6/2/24 11:50 AM,Chicken Pastry,Pastries,Main Menu,Food,6.75,3.0,False,synthetic_2024_06.csv,2024-06-02,11:50:00,2024,6,June,11,6,Sunday,True
109367,6/2/24 9:46 AM,Chicken Pastry,Pastries,Main Menu,Food,6.75,1.0,False,synthetic_2024_06.csv,2024-06-02,09:46:00,2024,6,June,9,6,Sunday,True
109368,6/2/24 2:11 PM,Chicken Pastry,Pastries,Main Menu,Food,6.75,3.0,False,synthetic_2024_06.csv,2024-06-02,14:11:00,2024,6,June,14,6,Sunday,True
109369,6/2/24 12:42 PM,Chicken Pastry,Pastries,Main Menu,Food,6.41,3.0,False,synthetic_2024_06.csv,2024-06-02,12:42:00,2024,6,June,12,6,Sunday,True
109370,6/2/24 4:22 PM,Beef Pastry,Pastries,Main Menu,Food,6.95,1.0,False,synthetic_2024_06.csv,2024-06-02,16:22:00,2024,6,June,16,6,Sunday,True
109371,6/2/24 2:51 PM,Beef Pastry,Pastries,Main Menu,Food,6.95,3.0,False,synthetic_2024_06.csv,2024-06-02,14:51:00,2024,6,June,14,6,Sunday,True
109372,6/2/24 8:13 AM,Beef Pastry,Pastries,Main Menu,Food,6.95,3.0,False,synthetic_2024_06.csv,2024-06-02,08:13:00,2024,6,June,8,6,Sunday,True
109373,6/2/24 10:30 AM,Beef Pastry,Pastries,Main Menu,Food,7.3,2.0,False,synthetic_2024_06.csv,2024-06-02,10:30:00,2024,6,June,10,6,Sunday,True
109374,6/2/24 9:55 AM,Beef Pastry,Pastries,Main Menu,Food,6.95,3.0,False,synthetic_2024_06.csv,2024-06-02,09:55:00,2024,6,June,9,6,Sunday,True
109375,6/2/24 10:10 AM,Guava Pastry,Pastries,Main Menu,Food,5.5,2.0,False,synthetic_2024_06.csv,2024-06-02,10:10:00,2024,6,June,10,6,Sunday,True
